<<<<<<< HEAD
Lapins de race,70 000 CFA,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_1291213_uploaded_image1_1575425609.27.png,poules-lapins-et-pigeons
Lapereaux fauve,Prix sur demande,"Ngor, Dakar, Sénégal",https://images.coinafrique.com/thumb_1261253_uploaded_image1_1574871227.98.png,poules-lapins-et-pigeons
Pigeon mondain,20 000 CFA,"Mermoz-Sacré-Cœur, Dakar, Sénégal",https://images.coinafrique.com/thumb_1247406_uploaded_image1_1574631655.88.png,poules-lapins-et-pigeons
Pigeon fauve,10 000 CFA,"Mermoz-Sacré-Cœur, Dakar, Sénégal",https://images.coinafrique.com/thumb_1246480_uploaded_image1_1574613561.29.png,poules-lapins-et-pigeons
Pigeon à queue de paon indien,20 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_1242200_uploaded_image1_1574510941.51.png,poules-lapins-et-pigeons
Pigeons,60 000 CFA,"Pikine, Sénégal",https://images.coinafrique.com/thumb_1209192_uploaded_image1_1573933592.0.png,poules-lapins-et-pigeons
Jeune femelle  lavande,20 000 CFA,"Les Parcelles Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_1204935_uploaded_image1_1573840898.61.png,poules-lapins-et-pigeons
Poussin - 1 jour,Prix sur demande,Sénégal,https://images.coinafrique.com/thumb_1159518_uploaded_image1_1572985208.46.png,poules-lapins-et-pigeons
Lawar,30 000 CFA,"Mermoz-Sacré-Cœur, Dakar, Sénégal",https://images.coinafrique.com/thumb_1148681_uploaded_image1_1572794832.68.png,poules-lapins-et-pigeons
Maton,25 000 CFA,"Mermoz-Sacré-Cœur, Dakar, Sénégal",https://images.coinafrique.com/thumb_1148605_uploaded_image1_1572793285.71.png,poules-lapins-et-pigeons
Poulets Guinars tiirr,Prix sur demande,"Patte d'oie, Dakar, Sénégal",https://images.coinafrique.com/thumb_1146827_uploaded_image2_1572746441.92.png,poules-lapins-et-pigeons
Pigeons,Prix sur demande,"Fatick, Sénégal",https://images.coinafrique.com/thumb_1137405_uploaded_image2_1572537461.89.png,poules-lapins-et-pigeons
Bleu hollandais,25 000 CFA,Sénégal,https://images.coinafrique.com/thumb_1115010_uploaded_image1_1572106167.81.png,poules-lapins-et-pigeons
Couple pigeons cravatés français,50 000 CFA,"Cambérène, Dakar, Sénégal",https://images.coinafrique.com/thumb_1112720_uploaded_image1_1572054298.36.png,poules-lapins-et-pigeons
Pigeon links,Prix sur demande,"Diourbel, Sénégal",https://images.coinafrique.com/thumb_1091921_uploaded_image1_1571681099.26.png,poules-lapins-et-pigeons
Lapin géant des Flandres,35 000 CFA,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_1072763_uploaded_image1_1571252694.33.png,poules-lapins-et-pigeons
Perroquet,75 000 CFA,"Hann Bel-Air, Dakar, Sénégal",https://images.coinafrique.com/thumb_1040990_uploaded_image1_1570583700.42.png,poules-lapins-et-pigeons
Lapin géant,45 000 CFA,"Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_1023073_uploaded_image1_1570188340.15.png,poules-lapins-et-pigeons
Lapin angora californien,15 000 CFA,"Mermoz-Sacré-Cœur, Dakar, Sénégal",https://images.coinafrique.com/thumb_1014679_uploaded_image1_1570023780.43.png,poules-lapins-et-pigeons
Pigeon voyageur,20 000 CFA,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_1006424_uploaded_image1_1569854764.54.png,poules-lapins-et-pigeons
Pigeon voyageur,25 000 CFA,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_1006413_uploaded_image1_1569854645.39.png,poules-lapins-et-pigeons
Pigeon voyageur,20 000 CFA,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_1006407_uploaded_image1_1569854536.38.png,poules-lapins-et-pigeons
Bleus d'hollande,15 000 CFA,"Hann Bel-Air, Dakar, Sénégal",https://images.coinafrique.com/thumb_1006380_uploaded_image1_1569854064.06.png,poules-lapins-et-pigeons
Brahmane poules,35 000 CFA,"Hann Bel-Air, Dakar, Sénégal",https://images.coinafrique.com/thumb_1006369_uploaded_image1_1569853974.38.png,poules-lapins-et-pigeons
Lapins angora californien,11 000 CFA,"Médina, Dakar, Sénégal",https://images.coinafrique.com/thumb_993655_uploaded_image1_1569535990.77.png,poules-lapins-et-pigeons
Poules,7 000 CFA,Sénégal,https://images.coinafrique.com/thumb_977534_uploaded_image1_1569239272.43.png,poules-lapins-et-pigeons
Paons Pigeons,30 000 CFA,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_968953_uploaded_image1_1569008082.81.png,poules-lapins-et-pigeons
Poulet - Pigeon  - Lapin,Prix sur demande,Sénégal,https://images.coinafrique.com/thumb_944363_uploaded_image1_1568471599.26.png,poules-lapins-et-pigeons
Bouldolande,7 000 CFA,"Dieuppeul-Derklé, Dakar, Sénégal",https://images.coinafrique.com/thumb_944280_uploaded_image1_1568469542.41.png,poules-lapins-et-pigeons
Poussins Bantam,8 000 CFA,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_912493_uploaded_image1_1567685916.85.png,poules-lapins-et-pigeons
Poulet de chair,Prix sur demande,"Pikine, Sénégal",https://images.coinafrique.com/thumb_908730_uploaded_image1_1567603082.63.png,poules-lapins-et-pigeons
Femelle Cochin bleu,30 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_899496_uploaded_image1_1567386467.81.png,poules-lapins-et-pigeons
Barahmane,15 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_899487_uploaded_image1_1567386142.96.png,poules-lapins-et-pigeons
Poussins bantam,15 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_899477_uploaded_image1_1567385912.28.png,poules-lapins-et-pigeons
Coq,30 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_899472_uploaded_image1_1567385639.81.png,poules-lapins-et-pigeons
Poulet de chair,2 500 CFA,Sénégal,https://images.coinafrique.com/thumb_886584_uploaded_image1_1567011994.0.png,poules-lapins-et-pigeons
Coqs et poussins,800 CFA,Sénégal,https://images.coinafrique.com/thumb_886578_uploaded_image1_1567011857.49.png,poules-lapins-et-pigeons
Poulet de chair,2 500 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_885789_uploaded_image1_1566997710.07.png,poules-lapins-et-pigeons
Lapin nain noir adulte,10 000 CFA,"Médina, Dakar, Sénégal",https://images.coinafrique.com/thumb_878312_uploaded_image1_1566833445.3.png,poules-lapins-et-pigeons
Femelle GDF 4 mois,70 000 CFA,"Médina, Dakar, Sénégal",https://images.coinafrique.com/thumb_862099_uploaded_image1_1566396428.28.png,poules-lapins-et-pigeons
Race bleu d' hollande,800 CFA,Sénégal,https://images.coinafrique.com/thumb_858710_uploaded_image1_1566319546.08.png,poules-lapins-et-pigeons
Coq et poussins bleus,15 000 CFA,Sénégal,https://images.coinafrique.com/thumb_855420_uploaded_image1_1566249496.28.png,poules-lapins-et-pigeons
Lapin Buchka,7 000 CFA,"Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_848961_uploaded_image1_1566052780.75.png,poules-lapins-et-pigeons
Coqs Brahmane,5 000 CFA,"Thies Ouest, Thiès, Sénégal",https://images.coinafrique.com/thumb_841858_uploaded_image1_1565838064.66.png,poules-lapins-et-pigeons
Poulet de chair,2 000 CFA,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_798654_uploaded_image2_1564576617.9.png,poules-lapins-et-pigeons
Lapins,40 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_774940_uploaded_image1_1563940703.34.png,poules-lapins-et-pigeons
Lapin géant,70 000 CFA,"Mbour, Sénégal",https://images.coinafrique.com/thumb_761183_uploaded_image1_1563536095.25.png,poules-lapins-et-pigeons
Lapins et lapereaux angora Californien,Prix sur demande,"Médina, Dakar, Sénégal",https://images.coinafrique.com/thumb_729715_uploaded_image1_1562719494.94.png,poules-lapins-et-pigeons
Poulet de chair,3 000 CFA,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_729710_uploaded_image1_1562719384.82.png,poules-lapins-et-pigeons
Lapins et lapereaux Angora Californien,Prix sur demande,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_729692_uploaded_image1_1562719154.82.png,poules-lapins-et-pigeons
=======
titre,prix,adresse,image_lien,categorie
Poule Brahma,10 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5717554_uploaded_image1_1768255739.jpg,poules-lapins-et-pigeons
Poussin dinde chair,3 500 CFA,"Almadies 2, Dakar, Sénégal",https://images.coinafrique.com/thumb_5714121_uploaded_image1_1768054212.jpg,poules-lapins-et-pigeons
Lapins,25 000 CFA,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_5693264_uploaded_image1_1766935865.jpg,poules-lapins-et-pigeons
Pigeons,Prix sur demande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5674944_uploaded_image1_1765881198.jpg,poules-lapins-et-pigeons
Pigeon King,60 000 CFA,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_5669544_uploaded_image1_1765545674.jpg,poules-lapins-et-pigeons
Poulettes pré ponte de 124 jours,5 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5655142_uploaded_image2_1764832679.jpeg,poules-lapins-et-pigeons
Poussin goliath,300 CFA,"Thies, Sénégal",https://images.coinafrique.com/thumb_5648409_uploaded_image1_1764510412.jpg,poules-lapins-et-pigeons
Poulet Goliath,Prix sur demande,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_5648319_uploaded_image1_1764504900.jpg,poules-lapins-et-pigeons
Pigeon Voyageur,20 000 CFA,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_5642510_uploaded_image1_1764173213.jpg,poules-lapins-et-pigeons
Poule Brahman,Prix sur demande,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_5594420_uploaded_image1_1761683034.jpg,poules-lapins-et-pigeons
Femmel cailloute,30 000 CFA,"Mariste, Dakar, Sénégal",https://images.coinafrique.com/thumb_5587969_uploaded_image1_1761236540.jpg,poules-lapins-et-pigeons
Poule Brahman,Prix sur demande,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_5577027_uploaded_image1_1760621886.jpg,poules-lapins-et-pigeons
Lapin,Prix sur demande,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_5572908_uploaded_image1_1760428902.jpg,poules-lapins-et-pigeons
Pigeons mondain,Prix sur demande,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_5572903_uploaded_image1_1760428699.jpg,poules-lapins-et-pigeons
Couple  Mondain,130 000 CFA,"HLM, Dakar, Sénégal",https://images.coinafrique.com/thumb_5541428_uploaded_image1_1758715216.jpg,poules-lapins-et-pigeons
Pigeon,15 000 CFA,"Ouest Foire, Dakar, Sénégal",https://images.coinafrique.com/thumb_5521622_uploaded_image1_1757666321.jpg,poules-lapins-et-pigeons
Lapin,40 000 CFA,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_5514578_uploaded_image2_1757331557.jpeg,poules-lapins-et-pigeons
Pigeon Mondain,120 000 CFA,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_5507608_uploaded_image1_1756942600.jpg,poules-lapins-et-pigeons
Pigeon Mondain,120 000 CFA,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_5507606_uploaded_image1_1756942550.jpg,poules-lapins-et-pigeons
Pigeons,100 000 CFA,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_5458528_uploaded_image1_1754315737.jpg,poules-lapins-et-pigeons
Cochin caillouté,Prix sur demande,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/thumb_5497195_uploaded_image1_1756395052.jpg,poules-lapins-et-pigeons
Couples texans pionniers,40 000 CFA,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/thumb_5497183_uploaded_image1_1756394350.jpg,poules-lapins-et-pigeons
Couple Mondain,100 000 CFA,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/thumb_5497172_uploaded_image1_1756394052.jpg,poules-lapins-et-pigeons
Couple Manteau noir,15 000 CFA,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/thumb_5497155_uploaded_image1_1756393487.jpg,poules-lapins-et-pigeons
Pigeon culbtant volga,30 000 CFA,"Fatick, Sénégal",https://images.coinafrique.com/thumb_5497140_uploaded_image1_1756393034.jpg,poules-lapins-et-pigeons
Pigeon Lahore Levante,Prix sur demande,"Thies, Sénégal",https://images.coinafrique.com/thumb_5486667_uploaded_image1_1755797873.jpg,poules-lapins-et-pigeons
Pigeon Beauté Allemande,Prix sur demande,"Thies, Sénégal",https://images.coinafrique.com/thumb_5486666_uploaded_image1_1755797791.jpg,poules-lapins-et-pigeons
Lapin,35 000 CFA,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_5465434_uploaded_image1_1754648894.jpg,poules-lapins-et-pigeons
Lapin Métis Californien,25 000 CFA,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_5437884_uploaded_image1_1753306013.jpg,poules-lapins-et-pigeons
Brahman herminé,Prix sur demande,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_5435588_uploaded_image1_1753200754.jpg,poules-lapins-et-pigeons
Poussins frisés,15 000 CFA,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_5430818_uploaded_image1_1752929676.jpg,poules-lapins-et-pigeons
Poussins brahma blanc herminé,25 000 CFA,"Dieuppeul-Derklé, Dakar, Sénégal",https://images.coinafrique.com/thumb_5414572_uploaded_image1_1752060211.jpg,poules-lapins-et-pigeons
Poussins brahmas importés,10 000 CFA,"Diamalaye 2, Dakar, Sénégal",https://images.coinafrique.com/thumb_5404325_uploaded_image1_1751544553.jpg,poules-lapins-et-pigeons
Poussins frisés,15 000 CFA,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_5402124_uploaded_image1_1751450050.jpg,poules-lapins-et-pigeons
Poussins frisés,15 000 CFA,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_5402120_uploaded_image1_1751449791.jpg,poules-lapins-et-pigeons
Coqs colorés,8 000 CFA,"Biscuiterie, Dakar, Sénégal",https://images.coinafrique.com/thumb_5394586_uploaded_image1_1751020727.jpg,poules-lapins-et-pigeons
Poulet pondeuses,Prix sur demande,"Mbour, Sénégal",https://images.coinafrique.com/thumb_5393356_uploaded_image1_1750945446.jpg,poules-lapins-et-pigeons
Lapins,Prix sur demande,"Thies, Sénégal",https://images.coinafrique.com/thumb_5384185_uploaded_image1_1750435313.jpg,poules-lapins-et-pigeons
Couple voyageur,15 000 CFA,"Mariste, Dakar, Sénégal",https://images.coinafrique.com/thumb_5381347_uploaded_image1_1750286641.jpg,poules-lapins-et-pigeons
Lapin Métis californien,15 000 CFA,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_5364052_uploaded_image1_1749295289.jpg,poules-lapins-et-pigeons
Poulet Padovani,45 000 CFA,"Louga, Sénégal",https://images.coinafrique.com/thumb_5353407_uploaded_image1_1748690625.jpg,poules-lapins-et-pigeons
Poussins Brahma,Prix sur demande,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/thumb_5352324_uploaded_image1_1748613214.jpg,poules-lapins-et-pigeons
Lapins Métis Californien,10 000 CFA,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_5350705_uploaded_image1_1748514803.jpg,poules-lapins-et-pigeons
Poulet,50 000 CFA,"Thies, Sénégal",https://images.coinafrique.com/thumb_5344600_uploaded_image1_1748179147.jpg,poules-lapins-et-pigeons
couple mondain adulte 2024,200 000 CFA,"Pikine, Sénégal",https://images.coinafrique.com/thumb_5337087_uploaded_image1_1747753115.jpg,poules-lapins-et-pigeons
Couple Braman Hermine,90 000 CFA,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_5329879_uploaded_image1_1747329681.jpg,poules-lapins-et-pigeons
Couple Braman Hermine,90 000 CFA,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_5329869_uploaded_image1_1747329370.jpg,poules-lapins-et-pigeons
Dindon,Prix sur demande,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/thumb_5323572_uploaded_image1_1747046013.jpg,poules-lapins-et-pigeons
Pigeon voyageur,Prix sur demande,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/thumb_5323552_uploaded_image1_1747045029.jpg,poules-lapins-et-pigeons
Pigeon King Indigo,Prix sur demande,"Sicap Liberté, Dakar, Sénégal",https://images.coinafrique.com/thumb_5321991_uploaded_image1_1746917494.jpg,poules-lapins-et-pigeons
Pigeon,30 000 CFA,"Thies, Sénégal",https://images.coinafrique.com/thumb_5290537_uploaded_image1_1745182886.jpg,poules-lapins-et-pigeons
Poule,25 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5280953_uploaded_image1_1744629489.jpg,poules-lapins-et-pigeons
Lapin geant,Prix sur demande,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_5276799_uploaded_image1_1744362952.jpg,poules-lapins-et-pigeons
Barman,12 500 CFA,"Mbour, Sénégal",https://images.coinafrique.com/thumb_5276065_uploaded_image1_1744311662.jpg,poules-lapins-et-pigeons
Pigeon,Prix sur demande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5274182_uploaded_image1_1744216748.jpg,poules-lapins-et-pigeons
Pigeons,Prix sur demande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5274177_uploaded_image1_1744216637.jpg,poules-lapins-et-pigeons
Pigeons voyageurs,Prix sur demande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5274172_uploaded_image1_1744216429.jpg,poules-lapins-et-pigeons
Brahma columbia,Prix sur demande,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_5272290_uploaded_image1_1744128456.jpg,poules-lapins-et-pigeons
Pigeons de race,Prix sur demande,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/thumb_5258333_uploaded_image1_1743424345.jpg,poules-lapins-et-pigeons
Poulet local,3 500 CFA,"Patte d'oie, Dakar, Sénégal",https://images.coinafrique.com/thumb_5252650_uploaded_image1_1743037834.jpg,poules-lapins-et-pigeons
Pigeon,100 000 CFA,"Sicap Liberté, Dakar, Sénégal",https://images.coinafrique.com/thumb_5246700_uploaded_image1_1742737554.jpg,poules-lapins-et-pigeons
Pigeon Mondain,150 000 CFA,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_5232372_uploaded_image1_1741970489.jpg,poules-lapins-et-pigeons
Lapin Métis Californien,25 000 CFA,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_5225208_uploaded_image1_1741633076.jpg,poules-lapins-et-pigeons
Coque Hermine,50 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5202384_uploaded_image1_1740482590.jpg,poules-lapins-et-pigeons
Lapins métis californiens,10 000 CFA,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_5198096_uploaded_image1_1740225080.jpg,poules-lapins-et-pigeons
Lapin Californien,120 000 CFA,"Almadies 2, Dakar, Sénégal",https://images.coinafrique.com/thumb_5189123_uploaded_image1_1739781768.jpg,poules-lapins-et-pigeons
Pigeon voyageur,5 000 CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_5180652_uploaded_image1_1739276152.jpg,poules-lapins-et-pigeons
Poussin herminé,10 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5179009_uploaded_image1_1739192841.jpg,poules-lapins-et-pigeons
Pigeon Mondain,150 000 CFA,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_5121788_uploaded_image1_1736179154.jpg,poules-lapins-et-pigeons
Lapin,12 000 CFA,"Diamniadio, Sénégal",https://images.coinafrique.com/thumb_5119498_uploaded_image1_1736025924.jpg,poules-lapins-et-pigeons
Lapin,12 000 CFA,"Diamniadio, Sénégal",https://images.coinafrique.com/thumb_5119494_uploaded_image1_1736025705.jpg,poules-lapins-et-pigeons
Poussin Herminé,36 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5107651_uploaded_image1_1735215733.jpg,poules-lapins-et-pigeons
Poussins,Prix sur demande,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_5104370_uploaded_image1_1734964382.jpg,poules-lapins-et-pigeons
Couple lahore lavande,30 000 CFA,"Patte d'oie, Dakar, Sénégal",https://images.coinafrique.com/thumb_5088564_uploaded_image1_1734010113.jpg,poules-lapins-et-pigeons
Pigeon Mondain,200 000 CFA,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_5085521_uploaded_image1_1733851166.jpg,poules-lapins-et-pigeons
Poussin brahman,25 000 CFA,"Pikine, Sénégal",https://images.coinafrique.com/thumb_5080703_uploaded_image1_1733571477.jpg,poules-lapins-et-pigeons
Mondain noir,150 000 CFA,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_5078519_uploaded_image1_1733444790.jpg,poules-lapins-et-pigeons
couple boulon saxe,45 000 CFA,"Mariste, Dakar, Sénégal",https://images.coinafrique.com/thumb_5069958_uploaded_image1_1733056070.jpg,poules-lapins-et-pigeons
Couple adulte métisses,35 000 CFA,"Pikine, Sénégal",https://images.coinafrique.com/thumb_5064256_uploaded_image1_1732714222.jpg,poules-lapins-et-pigeons
Poule Brahma,45 000 CFA,"Pikine, Sénégal",https://images.coinafrique.com/thumb_5044135_uploaded_image1_1731603018.jpg,poules-lapins-et-pigeons
Couple mantau écailles de 2 mois,15 000 CFA,"Mbour, Sénégal",https://images.coinafrique.com/thumb_5043101_uploaded_image1_1731565347.jpg,poules-lapins-et-pigeons
lapins mâle adulte,15 000 CFA,"Pikine, Sénégal",https://images.coinafrique.com/thumb_5000540_uploaded_image1_1729260478.jpg,poules-lapins-et-pigeons
Rex garenne,Prix sur demande,"Almadies 2, Dakar, Sénégal",https://images.coinafrique.com/thumb_4998472_uploaded_image1_1729159431.jpg,poules-lapins-et-pigeons
Pigeon pan indien,10 000 CFA,"Patte d'oie, Dakar, Sénégal",https://images.coinafrique.com/thumb_4996843_uploaded_image1_1729085675.jpg,poules-lapins-et-pigeons
Poule Brahma,Prix sur demande,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4993341_uploaded_image1_1728920307.jpg,poules-lapins-et-pigeons
Couple lapins,15 000 CFA,"Pikine, Sénégal",https://images.coinafrique.com/thumb_4981240_uploaded_image1_1728309289.jpg,poules-lapins-et-pigeons
Lapins,15 000 CFA,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_4975768_uploaded_image1_1727986043.jpg,poules-lapins-et-pigeons
Coq,3 000 CFA,"Hann Bel-Air, Dakar, Sénégal",https://images.coinafrique.com/thumb_4975038_uploaded_image1_1727964716.jpg,poules-lapins-et-pigeons
Lapin,15 000 CFA,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_4966470_uploaded_image1_1727557573.jpg,poules-lapins-et-pigeons
Pigeon voyageur,Prix sur demande,"Mariste, Dakar, Sénégal",https://images.coinafrique.com/thumb_4946879_uploaded_image1_1726499763.jpg,poules-lapins-et-pigeons
Pigeon voyageur,15 000 CFA,"Mariste, Dakar, Sénégal",https://images.coinafrique.com/thumb_4946878_uploaded_image1_1726499637.jpg,poules-lapins-et-pigeons
Poulets Fermiers,10 000 CFA,"Hann Bel-Air, Dakar, Sénégal",https://images.coinafrique.com/thumb_4942161_uploaded_image1_1726204258.jpg,poules-lapins-et-pigeons
Pigeon voyageur,25 000 CFA,"Mariste, Dakar, Sénégal",https://images.coinafrique.com/thumb_4936241_uploaded_image1_1725920934.jpg,poules-lapins-et-pigeons
Poule Brahma,Prix sur demande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4936101_uploaded_image1_1725915391.jpg,poules-lapins-et-pigeons
couples lapins,15 000 CFA,"Pikine, Sénégal",https://images.coinafrique.com/thumb_4932369_uploaded_image1_1725702422.jpg,poules-lapins-et-pigeons
Pigeons Voyageurs  et boulants,Prix sur demande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4920745_uploaded_image1_1725167512.jpg,poules-lapins-et-pigeons
pigeon voyageur,Prix sur demande,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_4917441_uploaded_image1_1724967120.jpg,poules-lapins-et-pigeons
Pigeon Boulant Gaditano,Prix sur demande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4884507_uploaded_image1_1723139531.jpg,poules-lapins-et-pigeons
Lapin nain,30 000 CFA,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4865409_uploaded_image1_1722221284.jpg,poules-lapins-et-pigeons
Cochin Caillouté Et Porteur Caillouté,Prix sur demande,"Pikine, Sénégal",https://images.coinafrique.com/thumb_4862961_uploaded_image1_1722048205.jpg,poules-lapins-et-pigeons
Pigeon mondain noir,170 000 CFA,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_4862270_uploaded_image1_1722006320.jpg,poules-lapins-et-pigeons
Pan indien blanc,35 000 CFA,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_4860862_uploaded_image1_1721930737.jpg,poules-lapins-et-pigeons
Pigeons  Texan,20 000 CFA,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_4860848_uploaded_image1_1721930260.jpg,poules-lapins-et-pigeons
Couple pigeon mondain blanc,70 000 CFA,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_4853197_uploaded_image1_1721514569.jpg,poules-lapins-et-pigeons
Paires engoura,Prix sur demande,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_4841263_uploaded_image1_1720874099.jpg,poules-lapins-et-pigeons
Jeune Mondain 2024,150 000 CFA,"Thiaroye, Sénégal",https://images.coinafrique.com/thumb_4840128_uploaded_image1_1720797760.jpg,poules-lapins-et-pigeons
Lapereaux métisse Géant et Californien,15 000 CFA,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_4829597_uploaded_image1_1720290196.jpg,poules-lapins-et-pigeons
Poussin Herminé standard,Prix sur demande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4824502_uploaded_image1_1720037338.jpg,poules-lapins-et-pigeons
Mâle brahman Hierminés,Prix sur demande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4824501_uploaded_image1_1720037293.jpg,poules-lapins-et-pigeons
Cochin porteur caillouté paire,120 000 CFA,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_4818681_uploaded_image1_1719796046.jpg,poules-lapins-et-pigeons
Hermines et cochins,500 CFA,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_4817873_uploaded_image1_1719747122.jpg,poules-lapins-et-pigeons
Poulet du pays,3 500 CFA,"Saint Louis, Sénégal",https://images.coinafrique.com/thumb_4807968_uploaded_image1_1719229010.jpg,poules-lapins-et-pigeons
Poule Brahma,95 000 CFA,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_4807398_uploaded_image1_1719187421.jpg,poules-lapins-et-pigeons
Jeune couple Mondain,Prix sur demande,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_4800310_uploaded_image1_1718745887.jpg,poules-lapins-et-pigeons
Texan pionnier,Prix sur demande,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_4800306_uploaded_image1_1718745517.jpg,poules-lapins-et-pigeons
